Time Stamp (local standard time) yyyy-mm-ddThh:mm:ss,POA irradiance CMP22 pyranometer (W/m2),PV module back surface temperature (degC),Pmp uncertainty (%),Pmp (W),Voc (V),Isc (A),Vmp (V),Imp (A),Time Stamp,Hour,Cluster
2011-01-21T08:10:26,20.2,19.3,12.8,1.961,176.8069,0.0189,132.0158,0.0149,2011-01-21 08:10:26,8,0
2011-01-21T08:15:26,35.8,19.5,7.6,3.7242,186.5078,0.0328,141.7566,0.0263,2011-01-21 08:15:26,8,0
2011-01-21T08:20:26,20.2,19.5,13.1,1.9551,176.7535,0.0189,131.997,0.0148,2011-01-21 08:20:26,8,0
2011-01-21T08:25:26,20.6,19.5,12.5,2.0057,177.032,0.0193,132.3297,0.0152,2011-01-21 08:25:26,8,0
2011-01-21T08:35:26,29.5,19.5,8.5,3.1397,183.761,0.0286,137.4764,0.0228,2011-01-21 08:35:26,8,0
2011-01-21T09:10:26,32.6,19.4,7.7,3.5718,185.7734,0.0318,140.3954,0.0254,2011-01-21 09:10:26,9,0
2011-01-21T09:15:25,49.0,19.9,5.2,5.5997,191.8096,0.0477,144.8191,0.0387,2011-01-21 09:15:25,9,2
2011-01-21T09:20:26,34.3,20.0,7.2,3.7919,186.1712,0.0337,140.5741,0.027,2011-01-21 09:20:26,9,0
2011-01-21T09:25:25,38.3,19.9,6.7,4.2715,188.007,0.0372,142.5586,0.03,2011-01-21 09:25:25,9,0
2011-01-21T09:30:25,46.6,19.6,5.5,5.2312,191.1687,0.0448,144.476,0.0362,2011-01-21 09:30:25,9,0
2011-01-21T09:35:26,49.0,19.8,5.2,5.6078,192.0171,0.0478,145.2129,0.0386,2011-01-21 09:35:26,9,2
2011-01-21T09:40:26,44.2,19.4,5.8,5.0353,190.7984,0.0432,144.2514,0.0349,2011-01-21 09:40:26,9,0
2011-01-21T09:45:26,53.8,19.1,4.7,6.389,194.4318,0.0534,147.2782,0.0434,2011-01-21 09:45:26,9,2
2011-01-21T09:50:26,40.6,19.4,6.1,4.8129,190.1489,0.0412,144.2154,0.0334,2011-01-21 09:50:26,9,0
2011-01-21T10:00:26,60.1,18.6,4.2,7.423,197.2763,0.0603,150.7787,0.0492,2011-01-21 10:00:26,10,2
2011-01-21T10:05:25,61.6,18.9,4.1,7.4001,196.8122,0.0604,150.0112,0.0493,2011-01-21 10:05:25,10,2
2011-01-21T10:10:25,98.6,19.1,2.7,12.1907,203.7363,0.0949,155.6786,0.0783,2011-01-21 10:10:25,10,2
2011-01-21T10:15:25,95.4,19.4,2.8,11.441,202.6255,0.0892,155.1559,0.0737,2011-01-21 10:15:25,10,2
2011-01-21T10:20:26,98.2,20.0,2.8,11.3933,201.9967,0.0889,154.7522,0.0736,2011-01-21 10:20:26,10,2
2011-01-21T10:25:26,128.0,20.8,2.2,15.0156,205.2811,0.115,157.1137,0.0956,2011-01-21 10:25:26,10,2
2011-01-21T10:30:25,169.7,21.2,1.8,19.8677,208.7723,0.1485,159.8625,0.1243,2011-01-21 10:30:25,10,2
2011-01-21T10:35:25,190.5,21.3,1.6,22.4767,210.3938,0.1674,160.5032,0.14,2011-01-21 10:35:25,10,2
2011-01-21T10:40:26,192.4,21.4,1.6,22.5626,210.3445,0.1688,160.1852,0.1409,2011-01-21 10:40:26,10,2
2011-01-21T10:45:26,156.3,21.6,1.9,17.8856,207.1258,0.1357,158.1296,0.1131,2011-01-21 10:45:26,10,2
2011-01-21T10:55:25,278.7,23.1,1.1,32.8587,214.6,0.2446,162.0955,0.2027,2011-01-21 10:55:25,10,2
2011-01-21T11:00:25,203.6,24.3,1.5,23.4174,208.9486,0.1772,158.7236,0.1475,2011-01-21 11:00:25,11,2
2011-01-21T11:05:25,239.3,25.2,1.2,27.5661,210.4074,0.2084,159.3214,0.173,2011-01-21 11:05:25,11,2
2011-01-21T11:10:25,226.8,26.0,1.3,26.0142,209.0075,0.1986,158.1628,0.1645,2011-01-21 11:10:25,11,2
2011-01-21T11:15:26,209.0,26.0,1.4,24.2459,207.8988,0.1846,157.8181,0.1536,2011-01-21 11:15:26,11,2
2011-01-21T11:20:25,274.0,26.8,1.1,31.8474,211.0597,0.2397,159.6915,0.1994,2011-01-21 11:20:25,11,2
2011-01-21T11:25:26,130.9,26.8,2.1,14.6491,200.1415,0.1157,152.6402,0.096,2011-01-21 11:25:26,11,2
2011-01-21T11:30:26,234.0,26.4,1.2,27.0638,209.3,0.2038,158.9997,0.1702,2011-01-21 11:30:26,11,2
2011-01-21T11:35:26,249.5,27.8,1.2,28.6204,208.771,0.2156,158.7032,0.1803,2011-01-21 11:35:26,11,2
2011-01-21T11:40:26,254.1,28.0,1.1,29.7006,209.0516,0.2245,158.5643,0.1873,2011-01-21 11:40:26,11,2
2011-01-21T11:45:25,180.3,27.6,1.5,21.1091,204.7624,0.1629,155.6844,0.1356,2011-01-21 11:45:25,11,2
2011-01-21T11:50:25,231.8,26.6,1.2,27.7031,209.3038,0.2097,158.8001,0.1745,2011-01-21 11:50:25,11,2
2011-01-21T11:55:25,234.6,25.7,1.2,28.2395,210.2083,0.2136,159.2902,0.1773,2011-01-21 11:55:25,11,2
2011-01-21T12:00:26,171.3,24.1,1.5,20.5519,206.9472,0.1576,157.21,0.1307,2011-01-21 12:00:26,12,2
2011-01-21T12:05:26,161.3,23.4,1.7,19.2784,206.4892,0.1485,156.8591,0.1229,2011-01-21 12:05:26,12,2
2011-01-21T12:10:26,223.8,23.5,1.2,27.1825,211.3214,0.2041,160.1907,0.1697,2011-01-21 12:10:26,12,2
2011-01-21T12:15:25,274.3,23.6,1.1,33.5474,214.1961,0.2504,161.7433,0.2074,2011-01-21 12:15:25,12,2
2011-01-21T12:20:25,294.4,24.3,1.0,35.4169,214.361,0.2651,161.6433,0.2191,2011-01-21 12:20:25,12,2
2011-01-21T12:25:26,292.9,24.3,1.0,34.7269,213.9837,0.2579,161.8945,0.2145,2011-01-21 12:25:26,12,2
2011-01-21T12:30:25,243.4,23.7,1.2,28.7598,211.822,0.2147,160.7768,0.1789,2011-01-21 12:30:25,12,2
2011-01-21T12:40:25,565.7,27.4,0.6,66.1288,220.3853,0.4865,164.5563,0.4019,2011-01-21 12:40:25,12,1
2011-01-21T12:45:25,465.0,30.0,0.7,54.4876,215.9254,0.4065,161.9018,0.3365,2011-01-21 12:45:25,12,2
2011-01-21T12:50:25,305.9,31.0,0.9,35.3131,209.2764,0.2672,158.3839,0.223,2011-01-21 12:50:25,12,2
2011-01-21T12:55:25,417.1,33.3,0.7,47.5591,211.6026,0.3594,159.1901,0.2988,2011-01-21 12:55:25,12,2
2011-01-21T13:00:25,281.8,32.1,0.9,32.7349,207.1527,0.2522,156.4073,0.2093,2011-01-21 13:00:25,13,3
2011-01-21T13:05:26,143.7,29.4,1.7,16.0535,199.1015,0.1276,151.547,0.1059,2011-01-21 13:05:26,13,3
2011-01-21T13:10:26,72.6,26.5,3.4,7.7969,191.278,0.0643,147.1608,0.053,2011-01-21 13:10:26,13,3
2011-01-21T13:15:26,124.4,24.8,2.1,14.0108,200.9441,0.1098,153.3399,0.0914,2011-01-21 13:15:26,13,3
2011-01-21T13:20:25,169.9,24.8,1.6,19.615,205.7073,0.1517,156.0646,0.1257,2011-01-21 13:20:25,13,3
2011-01-21T13:25:25,245.4,25.2,1.2,28.3466,210.5098,0.2154,159.1219,0.1781,2011-01-21 13:25:25,13,3
2011-01-21T13:30:26,198.9,24.4,1.4,23.0599,208.2043,0.1761,157.8242,0.1461,2011-01-21 13:30:26,13,3
2011-01-21T13:35:25,180.2,24.8,1.5,20.8897,206.3929,0.1626,156.2407,0.1337,2011-01-21 13:35:25,13,3
2011-01-21T13:40:25,122.4,22.7,2.1,14.1627,202.5643,0.1118,153.7606,0.0921,2011-01-21 13:40:25,13,3
2011-01-21T13:45:26,110.2,22.1,2.3,12.7054,201.6916,0.1009,153.1391,0.083,2011-01-21 13:45:26,13,3
2011-01-21T13:50:26,82.3,21.2,3.0,9.4149,198.1662,0.0767,150.378,0.0626,2011-01-21 13:50:26,13,3
2011-01-21T13:55:25,53.3,20.4,4.5,6.0476,192.405,0.0511,145.7089,0.0415,2011-01-21 13:55:25,13,0
2011-01-21T14:00:26,51.5,19.5,4.7,5.8982,193.0332,0.0495,146.6733,0.0402,2011-01-21 14:00:26,14,3
2011-01-21T14:05:25,51.4,19.2,4.7,5.8927,193.2235,0.0495,146.6564,0.0402,2011-01-21 14:05:25,14,3
2011-01-21T14:10:26,40.0,19.1,6.2,4.4731,189.3938,0.0387,143.4657,0.0312,2011-01-21 14:10:26,14,0
2011-01-21T14:15:26,72.3,19.0,3.5,8.5308,198.747,0.0691,150.9725,0.0565,2011-01-21 14:15:26,14,3
2011-01-21T14:20:26,51.7,18.8,4.8,5.9424,193.7187,0.05,146.7247,0.0405,2011-01-21 14:20:26,14,3
2011-01-21T14:25:25,53.5,18.6,5.0,6.2366,194.6607,0.0521,147.7087,0.0422,2011-01-21 14:25:25,14,3
2011-01-21T14:30:26,65.0,18.5,4.2,7.7241,197.8483,0.063,150.3836,0.0514,2011-01-21 14:30:26,14,3
2011-01-21T14:35:26,40.7,18.1,6.6,4.6601,190.8254,0.0402,144.0905,0.0323,2011-01-21 14:35:26,14,0
2011-01-21T14:40:25,68.5,18.2,3.8,8.0766,198.7254,0.0657,150.8989,0.0535,2011-01-21 14:40:25,14,3
2011-01-21T14:45:26,55.7,18.1,4.7,6.3988,195.4406,0.0531,148.495,0.0431,2011-01-21 14:45:26,14,3
2011-01-21T14:50:25,46.0,18.1,6.0,5.2325,192.5788,0.0446,145.7139,0.0359,2011-01-21 14:50:25,14,0
2011-01-21T14:55:25,55.7,17.9,4.8,6.3969,195.6501,0.0533,148.1695,0.0432,2011-01-21 14:55:25,14,3
2011-01-21T15:00:26,52.5,18.0,5.1,5.8481,194.2622,0.0489,147.659,0.0396,2011-01-21 15:00:26,15,3
2011-01-21T15:05:26,43.8,17.8,6.0,4.8165,191.6327,0.0411,145.5163,0.0331,2011-01-21 15:05:26,15,0
2011-01-21T15:10:26,62.4,17.8,4.3,7.0873,197.1148,0.0588,149.1046,0.0475,2011-01-21 15:10:26,15,3
2011-01-21T15:15:26,67.8,17.9,3.9,7.8472,198.5307,0.0643,150.3802,0.0522,2011-01-21 15:15:26,15,3
2011-01-21T15:20:26,39.9,17.7,6.4,4.4453,190.5583,0.0385,144.2264,0.0308,2011-01-21 15:20:26,15,0
2011-01-21T15:25:26,41.1,17.6,6.2,4.5407,190.9154,0.0393,143.8221,0.0316,2011-01-21 15:25:26,15,0
2011-01-21T15:30:26,24.8,17.4,10.5,2.4701,182.3342,0.0229,138.7144,0.0178,2011-01-21 15:30:26,15,0
2011-01-21T15:35:26,33.7,17.0,7.6,3.6203,188.0775,0.032,142.1044,0.0255,2011-01-21 15:35:26,15,0
2011-01-21T15:40:26,32.5,16.9,7.9,3.4515,187.4894,0.0305,142.1793,0.0243,2011-01-21 15:40:26,15,0
2011-01-21T15:45:26,37.4,17.0,6.8,4.0891,189.8901,0.0355,143.623,0.0285,2011-01-21 15:45:26,15,0
2011-01-21T15:50:26,29.5,16.9,8.5,3.0902,185.7872,0.0281,139.2247,0.0222,2011-01-21 15:50:26,15,0
2011-01-21T15:55:26,46.3,16.9,5.6,5.1959,193.5965,0.0437,147.1374,0.0353,2011-01-21 15:55:26,15,0
2011-01-21T16:00:26,50.2,17.0,5.2,5.514,194.2025,0.0466,147.0711,0.0375,2011-01-21 16:00:26,16,3
2011-01-21T16:05:26,50.7,17.0,5.1,5.6987,194.7344,0.048,147.3546,0.0387,2011-01-21 16:05:26,16,3
2011-01-21T16:10:26,48.7,17.1,5.3,5.3449,193.6881,0.0454,146.1157,0.0366,2011-01-21 16:10:26,16,3
2011-01-21T16:15:26,34.7,16.8,7.4,3.7163,188.566,0.0328,141.8127,0.0262,2011-01-21 16:15:26,16,0
2011-01-21T16:20:26,27.5,16.7,9.1,2.9129,185.1974,0.0266,138.4145,0.021,2011-01-21 16:20:26,16,0
2011-01-21T16:25:26,39.7,16.7,6.6,4.221,190.6323,0.0369,142.9774,0.0295,2011-01-21 16:25:26,16,0
2011-01-21T16:30:25,48.1,16.8,5.5,5.1508,193.4371,0.0439,145.7471,0.0353,2011-01-21 16:30:25,16,0
2011-01-21T16:35:26,37.9,16.9,7.0,3.9311,189.4033,0.0347,141.8109,0.0277,2011-01-21 16:35:26,16,0
2011-01-21T16:45:26,23.2,16.4,11.3,2.2728,181.3159,0.0214,134.9731,0.0168,2011-01-21 16:45:26,16,0
2011-01-21T16:50:26,21.8,16.7,12.2,2.0889,180.1355,0.0199,135.267,0.0154,2011-01-21 16:50:26,16,0
2011-01-22T07:50:26,32.9,11.8,13.0,3.2555,191.209,0.0286,142.9607,0.0228,2011-01-22 07:50:26,7,0
2011-01-22T07:55:26,23.3,11.9,19.1,2.1003,185.7396,0.0195,143.5017,0.0146,2011-01-22 07:55:26,7,0
2011-01-22T08:00:26,47.5,12.3,9.4,4.7379,196.4989,0.04,147.642,0.0321,2011-01-22 08:00:26,8,0
2011-01-22T08:05:26,46.0,12.4,9.7,4.6777,196.3761,0.0385,151.2378,0.0309,2011-01-22 08:05:26,8,2
2011-01-22T08:10:26,78.9,12.3,5.6,8.61,204.9276,0.0673,156.1348,0.0551,2011-01-22 08:10:26,8,2
2011-01-22T08:15:26,208.1,13.5,2.7,20.0918,216.4203,0.1491,164.9025,0.1218,2011-01-22 08:15:26,8,2
2011-01-22T08:30:26,91.7,15.3,4.7,9.8487,204.2243,0.0783,154.4512,0.0638,2011-01-22 08:30:26,8,2
2011-01-22T08:35:26,137.4,15.0,3.3,14.5727,210.1612,0.1131,159.0896,0.0916,2011-01-22 08:35:26,8,2
2011-01-22T08:40:25,137.4,15.3,3.3,14.83,210.0087,0.1148,158.9169,0.0933,2011-01-22 08:40:25,8,2
2011-01-22T08:45:26,108.9,14.7,4.0,11.9007,207.1215,0.0921,157.3613,0.0756,2011-01-22 08:45:26,8,2
2011-01-22T08:50:25,133.1,14.8,3.3,14.8929,210.2514,0.1117,160.6167,0.0927,2011-01-22 08:50:25,8,2
2011-01-22T08:55:25,155.9,15.8,2.9,17.3226,211.4907,0.1292,161.3717,0.1073,2011-01-22 08:55:25,8,2
2011-01-22T09:05:26,248.8,16.8,1.8,27.6697,217.1488,0.2061,163.828,0.1689,2011-01-22 09:05:26,9,2
2011-01-22T09:20:25,616.6,19.7,0.9,66.4215,227.1036,0.4779,169.8482,0.3911,2011-01-22 09:20:25,9,2
2011-01-22T09:25:25,592.8,22.3,0.8,64.9886,224.5987,0.4726,168.0158,0.3868,2011-01-22 09:25:25,9,2
2011-01-22T09:30:25,609.0,22.5,0.8,66.8091,224.5626,0.4853,167.9354,0.3978,2011-01-22 09:30:25,9,2
2011-01-22T09:35:25,635.0,25.1,0.7,69.9392,223.3073,0.5119,166.8226,0.4192,2011-01-22 09:35:25,9,1
2011-01-22T09:45:25,717.0,22.2,0.6,78.1736,227.2116,0.5645,169.3242,0.4617,2011-01-22 09:45:25,9,1
2011-01-22T09:50:25,702.7,24.8,0.6,77.76,224.5361,0.5675,167.3183,0.4647,2011-01-22 09:50:25,9,1
2011-01-22T10:00:25,146.7,21.4,2.0,15.9907,205.2973,0.1263,155.3374,0.1029,2011-01-22 10:00:25,10,2
2011-01-22T10:05:26,166.0,18.3,1.9,18.0856,209.8518,0.1393,158.6485,0.114,2011-01-22 10:05:26,10,2
2011-01-22T10:10:25,168.7,17.9,2.0,18.8633,210.8018,0.1409,160.7036,0.1174,2011-01-22 10:10:25,10,2
2011-01-22T10:15:25,220.0,19.6,1.5,25.3558,213.2536,0.1837,163.6804,0.1549,2011-01-22 10:15:25,10,2
2011-01-22T10:40:25,875.0,28.3,0.5,98.0193,225.0936,0.7192,166.6673,0.5881,2011-01-22 10:40:25,10,1
2011-01-22T10:45:25,868.7,27.4,0.5,97.3093,225.0291,0.7138,166.6058,0.5841,2011-01-22 10:45:25,10,1
2011-01-22T10:50:25,882.0,28.8,0.4,99.1099,224.8888,0.7279,166.3991,0.5956,2011-01-22 10:50:25,10,1
2011-01-22T10:55:26,909.1,30.5,0.4,101.5609,223.533,0.75,165.3767,0.6141,2011-01-22 10:55:26,10,1
2011-01-22T11:00:25,994.7,27.8,0.4,111.4696,226.7471,0.8154,167.2323,0.6666,2011-01-22 11:00:25,11,1
2011-01-22T11:05:25,262.2,27.1,1.0,29.3061,208.5605,0.2173,159.744,0.1835,2011-01-22 11:05:25,11,2
2011-01-22T11:15:26,963.1,29.3,0.4,107.6117,225.4539,0.791,166.4147,0.6466,2011-01-22 11:15:26,11,1
2011-01-22T11:20:25,943.0,28.8,0.4,106.4601,225.5089,0.7818,166.466,0.6395,2011-01-22 11:20:25,11,1
2011-01-22T11:25:25,947.1,30.0,0.4,106.7674,224.8604,0.7869,165.9598,0.6433,2011-01-22 11:25:25,11,1
2011-01-22T11:30:25,948.2,30.3,0.4,106.9831,224.7845,0.7881,165.898,0.6449,2011-01-22 11:30:25,11,1
2011-01-22T11:35:25,960.9,30.3,0.4,108.5243,224.8812,0.7992,165.8241,0.6545,2011-01-22 11:35:25,11,1
2011-01-22T11:40:25,966.8,29.6,0.4,109.3584,225.5828,0.8033,166.2668,0.6577,2011-01-22 11:40:25,11,1
2011-01-22T11:45:25,970.9,30.1,0.4,109.3495,224.5968,0.8068,165.6171,0.6603,2011-01-22 11:45:25,11,1
2011-01-22T11:50:25,973.6,30.4,0.4,109.7683,224.7352,0.8086,165.7081,0.6624,2011-01-22 11:50:25,11,1
2011-01-22T11:55:25,984.1,30.7,0.4,110.7214,224.6195,0.8178,165.5651,0.6687,2011-01-22 11:55:25,11,1
2011-01-22T12:00:25,1004.5,31.3,0.4,112.4161,224.3389,0.8317,165.2797,0.6802,2011-01-22 12:00:25,12,1
2011-01-22T12:05:25,1035.2,32.5,0.4,116.1918,224.3389,0.8594,165.1546,0.7035,2011-01-22 12:05:25,12,1
2011-01-22T12:10:26,1066.4,32.7,0.4,118.4426,224.2422,0.8789,165.0963,0.7174,2011-01-22 12:10:26,12,1
2011-01-22T12:30:25,1206.4,32.7,0.4,133.089,225.7175,0.9834,165.6317,0.8035,2011-01-22 12:30:25,12,1
2011-01-22T12:40:25,1104.4,26.9,0.4,123.9559,229.1136,0.9025,168.1596,0.7371,2011-01-22 12:40:25,12,1
2011-01-22T12:55:26,1126.0,28.5,0.4,125.7031,227.818,0.9213,167.181,0.7519,2011-01-22 12:55:26,12,1
2011-01-22T13:00:25,1031.0,31.1,0.4,115.651,224.6385,0.8549,165.3512,0.6994,2011-01-22 13:00:25,13,1
2011-01-22T13:05:25,1001.9,31.0,0.4,112.3977,224.8016,0.8292,165.5945,0.6788,2011-01-22 13:05:25,13,1
2011-01-22T13:10:25,987.7,30.4,0.4,111.1213,224.8717,0.8187,165.7152,0.6706,2011-01-22 13:10:25,13,1
2011-01-22T13:15:25,988.1,29.8,0.4,111.175,225.2908,0.8189,165.9911,0.6698,2011-01-22 13:15:25,13,1
2011-01-22T13:20:25,972.9,30.7,0.4,109.2343,224.5399,0.8057,165.5583,0.6598,2011-01-22 13:20:25,13,1
2011-01-22T13:25:25,982.5,29.8,0.4,109.9289,224.6176,0.8125,165.5908,0.6639,2011-01-22 13:25:25,13,1
2011-01-22T13:30:25,966.7,28.4,0.4,108.5812,226.0019,0.7958,166.5719,0.6519,2011-01-22 13:30:25,13,1
2011-01-22T13:35:25,956.2,28.5,0.4,107.3651,226.1858,0.7869,166.7485,0.6439,2011-01-22 13:35:25,13,1
2011-01-22T13:40:25,945.4,29.4,0.4,106.1731,225.1201,0.7805,166.0849,0.6393,2011-01-22 13:40:25,13,1
2011-01-22T13:45:25,934.1,29.1,0.4,104.6129,225.0424,0.77,166.1109,0.6298,2011-01-22 13:45:25,13,1
2011-01-22T13:50:25,934.7,29.4,0.4,104.5982,224.9495,0.7709,165.9991,0.6301,2011-01-22 13:50:25,13,1
2011-01-22T13:55:26,931.8,31.1,0.4,103.6584,223.5482,0.7675,165.142,0.6277,2011-01-22 13:55:26,13,1
2011-01-22T14:05:25,935.0,30.7,0.4,103.484,223.6278,0.7668,165.2122,0.6264,2011-01-22 14:05:25,14,1
2011-01-22T14:10:25,900.0,29.0,0.4,100.0252,224.6176,0.7368,165.9945,0.6026,2011-01-22 14:10:25,14,1
2011-01-22T14:15:25,894.7,27.9,0.4,99.5354,225.744,0.7308,166.7858,0.5968,2011-01-22 14:15:25,14,1
2011-01-22T14:20:25,881.3,28.0,0.4,97.7342,224.9817,0.7182,166.3802,0.5874,2011-01-22 14:20:25,14,1
2011-01-22T14:25:25,868.0,28.9,0.4,96.0344,224.2858,0.7076,166.0297,0.5784,2011-01-22 14:25:25,14,1
2011-01-22T14:30:25,854.1,28.4,0.4,94.4411,224.4432,0.6949,166.2399,0.5681,2011-01-22 14:30:25,14,1
2011-01-22T14:35:25,844.3,27.7,0.5,93.1976,224.7276,0.6843,166.4844,0.5598,2011-01-22 14:35:25,14,1
2011-01-22T14:40:26,859.1,28.6,0.5,94.0172,224.4697,0.6914,166.3136,0.5653,2011-01-22 14:40:26,14,1
2011-01-22T14:45:25,858.9,27.2,0.5,94.1542,225.2073,0.6906,166.8124,0.5644,2011-01-22 14:45:25,14,1
2011-01-22T14:55:25,901.2,25.7,0.4,97.385,227.0676,0.7089,168.0839,0.5794,2011-01-22 14:55:25,14,1
2011-01-22T15:00:26,201.3,24.6,1.3,21.8056,206.8725,0.1625,159.3364,0.1369,2011-01-22 15:00:26,15,3
2011-01-22T15:20:25,771.5,24.3,0.5,82.7933,225.8615,0.6023,167.9732,0.4929,2011-01-22 15:20:25,15,1
2011-01-22T15:25:25,708.6,26.0,0.5,75.4653,223.5425,0.5526,166.6985,0.4527,2011-01-22 15:25:25,15,1
2011-01-22T15:30:25,683.6,25.0,0.5,72.5796,223.6392,0.5312,166.8781,0.4349,2011-01-22 15:30:25,15,1
2011-01-22T15:35:25,670.0,25.5,0.5,70.3792,222.9888,0.5153,166.6351,0.4224,2011-01-22 15:35:25,15,1
2011-01-22T15:40:26,649.7,24.5,0.5,67.8795,223.2903,0.4955,167.0153,0.4064,2011-01-22 15:40:26,15,1
2011-01-22T15:45:26,619.7,24.4,0.5,64.4002,222.5375,0.4709,166.6843,0.3864,2011-01-22 15:45:26,15,1
2011-01-22T15:50:25,603.8,23.8,0.6,61.9469,222.6115,0.452,166.8931,0.3712,2011-01-22 15:50:25,15,3
2011-01-22T15:55:25,585.4,22.6,0.6,59.7182,223.2846,0.434,167.5586,0.3564,2011-01-22 15:55:25,15,3
2011-01-22T16:00:25,568.0,22.0,0.6,57.3206,222.9186,0.4169,167.5301,0.3422,2011-01-22 16:00:25,16,3
2011-01-22T16:05:25,543.6,22.1,0.6,54.4087,222.473,0.3957,167.3831,0.3251,2011-01-22 16:05:25,16,3
2011-01-22T16:10:25,519.6,22.0,0.6,51.5675,221.6539,0.3757,167.0239,0.3087,2011-01-22 16:10:25,16,3
2011-01-22T16:15:25,498.3,21.7,0.7,49.0254,221.3998,0.3568,167.0521,0.2935,2011-01-22 16:15:25,16,3
2011-01-22T16:20:25,478.1,21.8,0.7,46.3822,220.6868,0.3383,166.7614,0.2781,2011-01-22 16:20:25,16,3
2011-01-22T16:25:25,453.5,20.8,0.7,43.5063,220.5825,0.317,166.8991,0.2607,2011-01-22 16:25:25,16,3
2011-01-22T16:30:25,432.7,20.3,0.8,40.8159,220.1767,0.2973,166.8796,0.2446,2011-01-22 16:30:25,16,3
2011-01-22T16:35:25,411.6,20.2,0.9,38.0255,219.4789,0.2774,166.5645,0.2283,2011-01-22 16:35:25,16,3
2011-01-22T16:40:25,385.5,19.9,0.9,34.9219,218.4837,0.2555,166.1752,0.2102,2011-01-22 16:40:25,16,3
2011-01-22T16:45:25,360.3,20.0,0.9,31.8763,217.2991,0.2339,165.6153,0.1925,2011-01-22 16:45:25,16,3
2011-01-22T16:50:25,335.3,18.7,1.1,28.8612,217.1024,0.2115,165.769,0.1741,2011-01-22 16:50:25,16,3
2011-01-22T16:55:25,309.1,18.5,1.2,25.7378,215.8608,0.1893,165.277,0.1557,2011-01-22 16:55:25,16,3
2011-01-22T17:00:25,283.6,18.1,1.3,22.9455,214.9294,0.1692,164.8348,0.1392,2011-01-22 17:00:25,17,3
2011-01-22T17:05:25,260.9,17.7,1.6,20.2143,213.6444,0.1496,164.2721,0.1231,2011-01-22 17:05:25,17,3
2011-01-22T17:10:25,234.3,17.2,1.7,17.2625,212.1601,0.1285,163.4629,0.1056,2011-01-22 17:10:25,17,3
2011-01-22T17:15:25,207.8,16.3,2.1,14.4965,210.5959,0.1086,162.6846,0.0891,2011-01-22 17:15:25,17,3
2011-01-22T17:20:25,184.3,15.4,2.5,12.0143,209.0616,0.0907,161.8285,0.0742,2011-01-22 17:20:25,17,3
2011-01-22T17:25:26,157.5,14.7,3.1,9.4435,206.6108,0.0721,160.1599,0.059,2011-01-22 17:25:26,17,3
2011-01-22T17:30:26,131.4,14.1,4.2,7.1761,203.7122,0.0557,158.1701,0.0454,2011-01-22 17:30:26,17,3
2011-01-22T17:35:26,105.8,13.3,5.5,5.1118,200.0652,0.0406,154.9242,0.033,2011-01-22 17:35:26,17,3
2011-01-22T17:40:26,79.9,12.5,8.5,3.3683,195.2333,0.0277,150.3905,0.0224,2011-01-22 17:40:26,17,0
2011-01-22T17:45:26,50.5,11.6,14.5,1.5881,182.5546,0.0158,137.3881,0.0116,2011-01-22 17:45:26,17,0
2011-01-24T07:40:26,22.9,9.3,20.9,2.139,186.641,0.0197,137.9997,0.0155,2011-01-24 07:40:26,7,0
2011-01-24T07:45:26,24.3,9.4,19.9,2.2641,187.3949,0.0207,139.297,0.0163,2011-01-24 07:45:26,7,0
2011-01-24T07:50:26,29.8,9.7,16.3,2.8745,190.7889,0.0254,142.1689,0.0202,2011-01-24 07:50:26,7,0
2011-01-24T07:55:26,34.9,10.1,14.1,3.3815,193.0517,0.0295,144.1157,0.0235,2011-01-24 07:55:26,7,0
2011-01-24T08:00:26,30.8,10.5,15.9,2.9497,190.6917,0.0262,142.3797,0.0207,2011-01-24 08:00:26,8,0
2011-01-24T08:05:26,33.5,10.7,14.5,3.2269,191.8539,0.0285,142.8247,0.0226,2011-01-24 08:05:26,8,0
2011-01-24T08:10:26,44.0,11.2,11.3,4.313,195.6066,0.0369,146.3037,0.0295,2011-01-24 08:10:26,8,0
2011-01-24T08:15:26,42.7,11.5,11.7,4.2038,194.9878,0.0357,146.9085,0.0286,2011-01-24 08:15:26,8,0
2011-01-24T08:20:26,63.6,11.9,7.9,6.4462,201.0517,0.0531,151.0988,0.0427,2011-01-24 08:20:26,8,2
2011-01-24T08:25:26,49.4,12.3,10.0,4.928,196.5343,0.0416,147.4602,0.0334,2011-01-24 08:25:26,8,0
2011-01-24T08:40:26,92.5,14.0,5.5,9.6805,204.6977,0.0765,155.2317,0.0624,2011-01-24 08:40:26,8,2
2011-01-24T08:45:26,54.8,13.9,9.6,5.3512,196.521,0.0441,150.642,0.0355,2011-01-24 08:45:26,8,2
2011-01-24T08:50:26,75.2,13.9,6.5,7.9866,202.3227,0.0649,152.6505,0.0523,2011-01-24 08:50:26,8,2
2011-01-24T08:55:25,92.5,15.1,5.4,9.7049,203.8002,0.078,153.7083,0.0631,2011-01-24 08:55:25,8,2
2011-01-24T09:00:26,71.9,15.0,6.8,7.566,200.2993,0.0619,151.1333,0.0501,2011-01-24 09:00:26,9,2
2011-01-24T09:05:25,88.4,15.2,5.5,9.546,203.5329,0.077,153.2796,0.0623,2011-01-24 09:05:25,9,2
2011-01-24T09:10:25,92.5,15.9,5.3,9.889,203.4455,0.0796,153.4083,0.0645,2011-01-24 09:10:25,9,2
