Time Stamp (local standard time) yyyy-mm-ddThh:mm:ss,POA irradiance CMP22 pyranometer (W/m2),PV module back surface temperature (degC),Pmp uncertainty (%),Pmp (W),Voc (V),Isc (A),Vmp (V),Imp (A),Time Stamp,Hour,Cluster
2011-01-30T13:30:26,996.8,45.0,0.4,106.1342,212.717,0.8327,156.6265,0.6776,2011-01-30 13:30:26,13,1
2011-01-30T13:35:26,980.2,43.3,0.4,104.6516,213.9837,0.8164,157.6913,0.6636,2011-01-30 13:35:26,13,1
2011-01-30T13:45:25,968.8,41.6,0.4,103.4364,214.6739,0.8039,158.2683,0.6536,2011-01-30 13:45:25,13,1
2011-01-30T14:00:26,940.9,41.7,0.4,100.345,214.8882,0.7782,158.5469,0.6329,2011-01-30 14:00:26,14,1
2011-01-30T14:05:26,921.8,41.7,0.4,98.0008,214.1866,0.7618,158.1853,0.6195,2011-01-30 14:05:26,14,1
2011-01-30T14:15:26,916.8,42.3,0.4,97.2952,213.65,0.7578,157.799,0.6166,2011-01-30 14:15:26,14,1
2011-01-30T14:20:26,889.1,41.8,0.5,94.7908,213.741,0.7363,158.0177,0.5999,2011-01-30 14:20:26,14,1
2011-01-30T14:25:26,878.7,42.6,0.4,93.3555,213.2536,0.7281,157.7247,0.5919,2011-01-30 14:25:26,14,1
2011-01-30T14:30:26,870.9,42.3,0.4,92.6974,213.4224,0.7218,157.8472,0.5873,2011-01-30 14:30:26,14,1
2011-01-30T14:35:26,858.0,40.7,0.4,91.3014,214.0197,0.7086,158.4005,0.5764,2011-01-30 14:35:26,14,1
2011-01-30T14:40:26,842.7,42.0,0.4,89.2097,212.7928,0.6952,157.5763,0.5661,2011-01-30 14:40:26,14,1
2011-01-30T14:45:26,829.7,41.8,0.5,87.6281,212.2809,0.684,157.2866,0.5571,2011-01-30 14:45:26,14,1
2011-01-30T14:50:26,814.9,42.0,0.4,86.0263,212.152,0.6717,157.2705,0.547,2011-01-30 14:50:26,14,1
2011-01-30T14:55:25,800.6,40.4,0.5,84.7488,213.4034,0.6573,158.2629,0.5355,2011-01-30 14:55:25,14,1
2011-01-30T15:00:26,786.0,40.1,0.4,83.0574,213.246,0.645,158.237,0.5249,2011-01-30 15:00:26,15,1
2011-01-30T15:05:26,771.4,40.0,0.5,81.5054,212.8801,0.6329,158.0771,0.5156,2011-01-30 15:05:26,15,1
2011-01-30T15:10:26,755.0,39.5,0.5,79.4612,213.2271,0.6155,158.4468,0.5015,2011-01-30 15:10:26,15,1
2011-01-30T15:20:26,714.7,37.0,0.5,75.7147,214.6701,0.582,159.6731,0.4742,2011-01-30 15:20:26,15,1
2011-01-30T15:30:26,592.4,35.5,0.5,62.3404,212.899,0.4815,158.8281,0.3925,2011-01-30 15:30:26,15,1
2011-01-30T15:35:26,538.3,35.5,0.6,56.7758,211.5736,0.4393,158.2341,0.3588,2011-01-30 15:35:26,15,3
2011-01-30T15:45:26,627.5,36.3,0.5,65.0987,212.9564,0.5002,159.1141,0.4091,2011-01-30 15:45:26,15,1
2011-01-30T15:55:26,597.5,33.0,0.5,61.3606,214.853,0.4662,160.8123,0.3816,2011-01-30 15:55:26,15,3
2011-01-30T16:00:26,468.9,32.5,0.6,48.248,211.7933,0.3725,158.9365,0.3036,2011-01-30 16:00:26,16,3
2011-01-30T16:05:26,392.5,32.7,0.7,40.4246,209.306,0.3153,157.2421,0.2571,2011-01-30 16:05:26,16,3
2011-01-30T16:10:26,546.4,31.9,0.6,54.8184,214.4194,0.4161,160.9501,0.3406,2011-01-30 16:10:26,16,3
2011-01-30T16:15:25,479.6,32.8,0.7,47.7762,211.7443,0.3675,159.2703,0.3,2011-01-30 16:15:25,16,3
2011-01-30T16:20:26,332.2,31.3,0.8,33.4286,207.7022,0.262,156.5489,0.2135,2011-01-30 16:20:26,16,3
2011-01-30T16:30:26,462.8,31.1,0.7,44.2908,212.3712,0.3371,160.3504,0.2762,2011-01-30 16:30:26,16,3
2011-01-30T16:45:26,312.1,27.2,0.9,28.7333,209.4395,0.2205,159.0165,0.1807,2011-01-30 16:45:26,16,3
2011-01-30T16:50:26,279.4,26.5,1.0,25.1894,208.4596,0.1932,158.7115,0.1587,2011-01-30 16:50:26,16,3
2011-01-30T16:55:26,187.0,26.2,1.4,17.4041,203.0573,0.1381,154.2479,0.1128,2011-01-30 16:55:26,16,3
2011-01-30T17:00:26,275.9,26.1,1.2,22.8229,207.6108,0.1754,158.7755,0.1437,2011-01-30 17:00:26,17,3
2011-01-30T17:05:26,256.9,25.4,1.3,20.2649,206.733,0.1556,158.6308,0.1277,2011-01-30 17:05:26,17,3
2011-01-30T17:10:26,136.4,24.1,2.1,11.5386,199.2387,0.0933,151.8875,0.076,2011-01-30 17:10:26,17,3
2011-01-30T17:15:26,133.5,22.5,2.5,10.2313,199.5029,0.0819,152.9835,0.0669,2011-01-30 17:15:26,17,3
2011-01-30T17:20:26,172.1,21.8,2.3,11.2652,202.4294,0.088,156.28,0.0721,2011-01-30 17:20:26,17,3
2011-01-30T17:25:26,101.5,21.2,3.3,7.3848,195.9824,0.0606,150.1145,0.0492,2011-01-30 17:25:26,17,3
2011-01-30T17:30:26,49.5,20.2,5.1,4.3251,187.7671,0.0385,140.6827,0.0307,2011-01-30 17:30:26,17,0
2011-01-30T17:35:26,35.9,19.1,6.9,3.2495,184.2606,0.0299,137.2873,0.0237,2011-01-30 17:35:26,17,0
2011-01-30T17:40:26,28.4,18.4,8.8,2.3914,180.4344,0.0226,133.4661,0.0179,2011-01-30 17:40:26,17,0
2011-01-31T07:50:26,35.0,13.1,11.1,3.4516,190.3652,0.0303,143.0147,0.0241,2011-01-31 07:50:26,7,0
2011-01-31T07:55:26,40.5,13.2,9.7,4.0945,192.9097,0.0349,146.41,0.028,2011-01-31 07:55:26,7,0
2011-01-31T08:00:26,45.3,13.1,8.7,4.6726,194.9864,0.039,148.8353,0.0314,2011-01-31 08:00:26,8,0
2011-01-31T08:05:26,60.4,13.6,6.5,6.2182,198.5374,0.0519,148.9812,0.0417,2011-01-31 08:05:26,8,2
2011-01-31T08:10:26,71.7,13.9,5.5,7.6095,201.0372,0.0621,151.3777,0.0503,2011-01-31 08:10:26,8,2
2011-01-31T08:15:26,89.2,14.9,4.4,9.7347,203.6378,0.0778,153.7875,0.0633,2011-01-31 08:15:26,8,2
2011-01-31T08:20:26,107.2,15.2,3.7,11.7676,206.0093,0.0931,155.3637,0.0757,2011-01-31 08:20:26,8,2
2011-01-31T08:25:25,307.7,15.8,1.6,30.0208,219.6049,0.2207,166.5539,0.1802,2011-01-31 08:25:25,8,2
2011-01-31T08:30:26,401.5,19.9,1.3,38.7317,219.6275,0.2841,166.3371,0.2329,2011-01-31 08:30:26,8,2
2011-01-31T08:50:26,146.6,24.0,2.5,15.4851,202.594,0.124,152.751,0.1014,2011-01-31 08:50:26,8,2
2011-01-31T08:55:26,139.7,23.5,2.7,14.7881,202.3961,0.1176,152.9959,0.0967,2011-01-31 08:55:26,8,2
2011-01-31T09:05:26,533.5,27.7,0.9,53.3942,217.5713,0.3988,163.5692,0.3264,2011-01-31 09:05:26,9,2
2011-01-31T09:15:26,239.0,31.5,1.4,25.7692,203.1165,0.2059,152.8112,0.1686,2011-01-31 09:15:26,9,2
2011-01-31T09:20:26,169.0,28.6,1.9,17.895,200.2807,0.145,150.9296,0.1186,2011-01-31 09:20:26,9,2
2011-01-31T09:25:26,179.5,26.0,1.9,19.2448,203.7636,0.1525,153.6494,0.1253,2011-01-31 09:25:26,9,2
2011-01-31T09:30:26,220.9,25.4,1.5,24.3635,207.6522,0.1886,156.5895,0.1556,2011-01-31 09:30:26,9,2
2011-01-31T09:45:26,299.8,30.4,1.1,32.7291,207.5813,0.2551,155.863,0.21,2011-01-31 09:45:26,9,2
2011-01-31T10:05:26,255.8,33.7,1.1,27.5933,201.755,0.2211,151.701,0.1819,2011-01-31 10:05:26,10,2
2011-01-31T10:10:26,225.5,29.8,1.3,24.3133,203.4028,0.1917,153.2934,0.1586,2011-01-31 10:10:26,10,2
2011-01-31T10:20:26,270.9,33.1,1.0,29.7829,203.5393,0.2348,153.085,0.1946,2011-01-31 10:20:26,10,2
2011-01-31T10:25:26,155.3,28.9,1.7,16.7313,199.106,0.1356,150.1777,0.1114,2011-01-31 10:25:26,10,2
2011-01-31T10:30:26,164.3,26.6,1.7,18.0518,202.4454,0.1443,152.5594,0.1183,2011-01-31 10:30:26,10,2
2011-01-31T10:35:26,199.1,26.4,1.4,21.823,205.2597,0.1717,154.6203,0.1411,2011-01-31 10:35:26,10,2
2011-01-31T10:40:26,226.4,26.2,1.3,25.0923,207.4193,0.1942,156.2162,0.1606,2011-01-31 10:40:26,10,2
2011-01-31T10:45:26,282.5,26.8,1.1,31.887,210.0642,0.2447,157.924,0.2019,2011-01-31 10:45:26,10,2
2011-01-31T10:50:26,189.5,26.0,1.5,20.7618,204.8014,0.1593,155.717,0.1333,2011-01-31 10:50:26,10,2
2011-01-31T11:10:26,958.4,43.5,0.4,101.6752,212.8194,0.796,157.0278,0.6475,2011-01-31 11:10:26,11,1
2011-01-31T11:15:26,973.7,44.8,0.4,103.3302,211.7651,0.8137,156.086,0.662,2011-01-31 11:15:26,11,1
2011-01-31T11:20:26,946.2,45.2,0.4,100.3182,210.9782,0.7921,155.5913,0.6448,2011-01-31 11:20:26,11,1
2011-01-31T11:25:26,953.4,47.0,0.4,99.6095,209.2583,0.7926,154.4167,0.6451,2011-01-31 11:25:26,11,1
2011-01-31T11:35:26,1052.2,47.6,0.4,110.5138,210.5572,0.8778,154.8876,0.7135,2011-01-31 11:35:26,11,1
2011-01-31T11:40:26,1021.6,47.3,0.4,107.6536,210.4226,0.8544,154.8354,0.6953,2011-01-31 11:40:26,11,1
2011-01-31T12:00:26,998.4,43.3,0.4,106.7356,213.9154,0.8331,157.5249,0.6776,2011-01-31 12:00:26,12,1
2011-01-31T12:05:26,1014.4,43.6,0.4,107.6822,213.9249,0.8392,157.7187,0.6827,2011-01-31 12:05:26,12,1
2011-01-31T12:15:26,1007.9,42.5,0.4,107.9109,214.763,0.8386,158.1256,0.6824,2011-01-31 12:15:26,12,1
2011-01-31T12:20:26,1039.4,44.1,0.4,111.443,214.3743,0.87,157.651,0.7069,2011-01-31 12:20:26,12,1
2011-01-31T12:25:26,1017.1,43.0,0.4,108.9826,214.0652,0.8507,157.5059,0.6919,2011-01-31 12:25:26,12,1
2011-01-31T12:30:26,1027.3,44.4,0.4,110.0225,213.5969,0.8608,157.0655,0.7005,2011-01-31 12:30:26,12,1
2011-01-31T12:35:26,1028.1,43.7,0.4,110.2297,214.3876,0.8601,157.693,0.699,2011-01-31 12:35:26,12,1
2011-01-31T12:40:26,1019.3,43.5,0.4,109.5621,214.4786,0.8533,157.77,0.6944,2011-01-31 12:40:26,12,1
2011-01-31T12:45:26,1030.7,43.7,0.4,110.4816,214.1335,0.8635,157.4691,0.7016,2011-01-31 12:45:26,12,1
2011-01-31T12:50:26,1046.9,43.9,0.4,112.4274,214.3629,0.8783,157.5595,0.7136,2011-01-31 12:50:26,12,1
2011-01-31T12:55:26,1025.9,43.1,0.4,110.5541,214.7346,0.8611,157.8872,0.7002,2011-01-31 12:55:26,12,1
2011-01-31T13:00:26,1015.3,42.8,0.4,109.5561,214.8479,0.852,157.987,0.6935,2011-01-31 13:00:26,13,1
2011-01-31T13:05:26,1003.5,42.7,0.4,108.1564,215.0437,0.8393,158.227,0.6836,2011-01-31 13:05:26,13,1
2011-01-31T13:10:26,1032.6,43.8,0.4,111.0394,214.5544,0.8654,157.7528,0.7039,2011-01-31 13:10:26,13,1
2011-01-31T13:15:26,1023.2,40.0,0.4,111.1312,217.4329,0.8544,159.8469,0.6952,2011-01-31 13:15:26,13,1
2011-01-31T13:25:26,1017.0,38.9,0.4,110.7855,218.6104,0.8479,160.7235,0.6893,2011-01-31 13:25:26,13,1
2011-01-31T13:30:26,987.3,42.1,0.4,107.0307,214.9489,0.8314,158.1159,0.6769,2011-01-31 13:30:26,13,1
2011-01-31T13:35:26,968.6,42.4,0.4,104.5141,214.6132,0.8122,158.0342,0.6613,2011-01-31 13:35:26,13,1
2011-01-31T13:40:25,957.2,42.9,0.4,103.2769,213.8547,0.8049,157.5694,0.6554,2011-01-31 13:40:25,13,1
2011-01-31T13:50:26,961.9,42.8,0.4,103.2764,213.7239,0.8064,157.4874,0.6558,2011-01-31 13:50:26,13,1
2011-01-31T13:55:26,934.1,42.9,0.4,100.5081,213.4869,0.7838,157.3745,0.6387,2011-01-31 13:55:26,13,1
2011-01-31T14:05:25,949.9,40.7,0.4,102.5727,215.6542,0.7929,158.9565,0.6453,2011-01-31 14:05:25,14,1
2011-01-31T14:10:25,942.2,41.0,0.4,102.1727,215.2617,0.7909,158.6247,0.6441,2011-01-31 14:10:25,14,1
2011-01-31T14:20:26,881.1,41.0,0.4,94.835,214.2643,0.7359,158.2691,0.5992,2011-01-31 14:20:26,14,1
2011-01-31T14:25:26,868.0,40.7,0.4,93.6948,214.4994,0.7262,158.4701,0.5912,2011-01-31 14:25:26,14,1
2011-01-31T14:30:26,859.4,39.4,0.5,92.5726,215.2333,0.7142,159.1444,0.5817,2011-01-31 14:30:26,14,1
2011-01-31T14:35:26,796.2,39.7,0.5,83.3541,213.7296,0.644,158.774,0.525,2011-01-31 14:35:26,14,1
2011-01-31T14:40:26,861.4,38.5,0.4,92.8506,215.6979,0.7148,159.449,0.5823,2011-01-31 14:40:26,14,1
2011-01-31T14:50:26,344.5,35.9,0.9,37.5873,205.1307,0.2942,154.0217,0.244,2011-01-31 14:50:26,14,3
2011-01-31T14:55:26,318.4,31.1,0.9,34.8697,208.2105,0.2686,156.5592,0.2227,2011-01-31 14:55:26,14,3
2011-01-31T15:00:26,350.1,30.2,0.8,38.598,210.2956,0.2951,157.851,0.2445,2011-01-31 15:00:26,15,3
2011-01-31T15:10:26,286.0,30.2,0.9,31.159,207.3006,0.2419,155.8309,0.2,2011-01-31 15:10:26,15,3
2011-01-31T15:15:26,245.4,29.2,0.9,26.5932,205.8362,0.2085,154.8846,0.1717,2011-01-31 15:15:26,15,3
2011-01-31T15:20:26,225.8,28.3,1.0,24.5341,205.4086,0.1929,154.5559,0.1587,2011-01-31 15:20:26,15,3
2011-01-31T15:25:26,250.2,28.0,1.0,27.2793,207.1725,0.213,155.7605,0.1751,2011-01-31 15:25:26,15,3
2011-01-31T15:30:26,243.8,28.0,1.0,26.4377,206.6795,0.2067,155.5249,0.17,2011-01-31 15:30:26,15,3
2011-01-31T15:35:26,227.2,27.5,1.1,24.5141,206.0025,0.1921,155.086,0.1581,2011-01-31 15:35:26,15,3
2011-01-31T15:40:26,204.4,27.3,1.2,21.9681,204.6505,0.1731,154.2614,0.1424,2011-01-31 15:40:26,15,3
2011-01-31T15:45:26,185.0,26.6,1.3,19.7898,203.895,0.1566,153.7489,0.1287,2011-01-31 15:45:26,15,3
2011-01-31T15:50:26,179.4,26.3,1.4,19.149,203.5696,0.1521,153.4014,0.1248,2011-01-31 15:50:26,15,3
2011-01-31T15:55:26,188.7,26.4,1.3,20.2548,204.3495,0.1607,153.8298,0.1317,2011-01-31 15:55:26,15,3
2011-01-31T16:00:26,187.5,26.1,1.3,20.0966,204.445,0.1592,154.0022,0.1305,2011-01-31 16:00:26,16,3
2011-01-31T16:05:26,185.9,25.9,1.4,19.9488,204.5001,0.1579,154.0637,0.1295,2011-01-31 16:05:26,16,3
2011-01-31T16:10:26,193.1,25.9,1.3,20.6352,204.9643,0.1636,154.3043,0.1337,2011-01-31 16:10:26,16,3
2011-01-31T16:15:26,179.7,26.0,1.4,19.2177,203.9522,0.1527,153.6479,0.1251,2011-01-31 16:15:26,16,3
2011-01-31T16:20:26,517.2,27.3,0.7,50.0236,217.2262,0.3722,163.8214,0.3054,2011-01-31 16:20:26,16,3
2011-01-31T16:25:26,471.0,29.8,0.7,44.9313,213.4239,0.339,161.3475,0.2785,2011-01-31 16:25:26,16,3
2011-01-31T16:40:26,368.5,29.4,0.9,34.3144,210.1291,0.2625,159.4077,0.2153,2011-01-31 16:40:26,16,3
2011-01-31T16:45:26,325.5,29.2,1.0,29.5928,208.2303,0.2279,158.3457,0.1869,2011-01-31 16:45:26,16,3
2011-01-31T16:50:26,295.4,28.1,1.1,26.1538,207.4849,0.2019,158.0819,0.1654,2011-01-31 16:50:26,16,3
2011-01-31T16:55:26,268.3,27.3,1.2,23.2568,206.6372,0.1798,157.7054,0.1475,2011-01-31 16:55:26,16,3
2011-01-31T17:00:26,241.6,26.5,1.4,20.1856,205.382,0.1568,157.0547,0.1285,2011-01-31 17:00:26,17,3
2011-01-31T17:05:26,209.6,25.7,1.7,16.6017,203.4728,0.1299,155.9662,0.1064,2011-01-31 17:05:26,17,3
2011-01-31T17:10:26,186.6,25.2,1.9,14.2178,201.8478,0.112,155.0032,0.0917,2011-01-31 17:10:26,17,3
2011-01-31T17:15:26,156.4,24.5,2.4,11.1824,199.2343,0.0893,153.1952,0.073,2011-01-31 17:15:26,17,3
2011-01-31T17:20:26,132.9,23.7,2.9,9.0334,196.9458,0.073,151.495,0.0596,2011-01-31 17:20:26,17,3
2011-01-31T17:25:26,115.0,22.9,3.4,7.5276,195.081,0.0615,149.8315,0.0502,2011-01-31 17:25:26,17,3
2011-01-31T17:30:26,101.4,22.3,4.1,6.3843,193.4265,0.0527,148.5238,0.043,2011-01-31 17:30:26,17,3
2011-01-31T17:35:26,80.3,21.6,5.3,4.8179,189.8911,0.0408,145.4311,0.0331,2011-01-31 17:35:26,17,3
2011-01-31T17:40:26,58.7,21.0,7.2,3.3915,185.155,0.0297,140.9257,0.0241,2011-01-31 17:40:26,17,0
2011-02-01T07:25:26,23.1,12.9,18.3,1.9925,183.066,0.0185,135.9656,0.0147,2011-02-01 07:25:26,7,0
2011-02-01T07:30:26,33.1,13.2,13.6,2.7047,187.0904,0.0251,139.0564,0.0195,2011-02-01 07:30:26,7,0
2011-02-01T07:35:26,37.4,13.5,11.1,3.2783,189.574,0.0309,141.8741,0.0231,2011-02-01 07:35:26,7,0
2011-02-01T07:40:26,51.9,13.7,7.9,5.1059,196.0376,0.0437,147.3377,0.0347,2011-02-01 07:40:26,7,2
2011-02-01T07:45:26,129.4,14.6,4.1,10.8005,207.5047,0.0847,159.6144,0.0677,2011-02-01 07:45:26,7,2
2011-02-01T07:50:26,158.4,15.9,3.3,13.8921,209.7543,0.1075,161.5774,0.086,2011-02-01 07:50:26,7,2
2011-02-01T07:55:26,153.0,17.2,3.1,14.6374,208.9839,0.1132,160.4162,0.0912,2011-02-01 07:55:26,7,2
2011-02-01T08:00:26,162.0,17.6,2.8,16.0488,209.4344,0.124,160.2661,0.1001,2011-02-01 08:00:26,8,2
2011-02-01T08:05:26,186.5,18.6,2.5,18.5883,210.6345,0.1428,161.054,0.1154,2011-02-01 08:05:26,8,2
2011-02-01T08:10:26,212.0,19.5,2.2,20.9151,211.561,0.1595,161.6002,0.1294,2011-02-01 08:10:26,8,2
2011-02-01T08:20:26,289.4,20.4,1.6,30.439,215.9311,0.228,163.9244,0.1857,2011-02-01 08:20:26,8,2
2011-02-01T08:30:26,376.1,23.9,1.3,37.0368,215.2997,0.2797,162.6755,0.2277,2011-02-01 08:30:26,8,2
2011-02-01T08:35:26,416.7,24.9,1.1,40.8477,215.6637,0.308,162.7345,0.251,2011-02-01 08:35:26,8,2
2011-02-01T08:40:26,421.2,25.1,1.1,41.957,215.7073,0.3165,162.6374,0.258,2011-02-01 08:40:26,8,2
2011-02-01T08:50:26,192.1,25.2,1.8,21.1463,205.1115,0.1625,155.4526,0.136,2011-02-01 08:50:26,8,2
2011-02-01T08:55:26,498.5,24.4,0.8,52.0196,219.0143,0.3883,164.3816,0.3165,2011-02-01 08:55:26,8,2
2011-02-01T09:00:26,403.5,24.5,1.0,42.2042,215.6258,0.3205,161.9926,0.2605,2011-02-01 09:00:26,9,2
2011-02-01T09:05:26,387.4,24.8,0.9,41.1981,214.8635,0.3143,161.2632,0.2555,2011-02-01 09:05:26,9,2
2011-02-01T09:10:26,449.2,26.5,0.8,47.7336,215.512,0.3633,161.5369,0.2955,2011-02-01 09:10:26,9,2
2011-02-01T09:15:26,548.9,30.2,0.7,58.1311,216.1757,0.4418,161.6537,0.3596,2011-02-01 09:15:26,9,2
2011-02-01T09:20:26,578.1,33.3,0.7,61.3638,214.526,0.4703,160.2779,0.3829,2011-02-01 09:20:26,9,2
2011-02-01T09:30:26,518.3,33.6,0.7,55.5026,212.8479,0.4282,159.1533,0.3487,2011-02-01 09:30:26,9,2
2011-02-01T09:40:26,428.5,33.1,0.8,46.4378,210.8089,0.3603,157.8819,0.2941,2011-02-01 09:40:26,9,2
2011-02-01T09:45:26,369.7,32.0,0.8,39.9958,209.1958,0.3122,156.765,0.2551,2011-02-01 09:45:26,9,2
2011-02-01T09:50:26,443.3,31.6,0.7,47.9834,212.3017,0.3704,158.8382,0.3021,2011-02-01 09:50:26,9,2
2011-02-01T09:55:26,537.6,32.9,0.6,58.1314,213.9913,0.447,159.6684,0.3641,2011-02-01 09:55:26,9,2
2011-02-01T10:05:26,656.6,34.5,0.5,71.688,215.3774,0.5494,160.1639,0.4476,2011-02-01 10:05:26,10,1
2011-02-01T10:10:25,627.8,34.3,0.5,69.2037,215.2579,0.5293,160.0487,0.4324,2011-02-01 10:10:25,10,1
2011-02-01T10:15:26,771.9,36.3,0.5,84.4087,216.5606,0.6458,160.4314,0.5261,2011-02-01 10:15:26,10,1
2011-02-01T10:25:26,791.5,37.2,0.5,86.7279,215.8495,0.6662,159.7713,0.5428,2011-02-01 10:25:26,10,1
2011-02-01T10:30:26,306.5,34.6,0.8,33.1086,204.0438,0.2603,153.368,0.2159,2011-02-01 10:30:26,10,2
2011-02-01T10:45:25,869.0,36.5,0.4,95.0595,217.7249,0.7261,160.7619,0.5913,2011-02-01 10:45:25,10,1
2011-02-01T10:50:26,833.4,38.2,0.4,91.0748,215.6884,0.7012,159.425,0.5713,2011-02-01 10:50:26,10,1
2011-02-01T10:55:26,849.7,38.0,0.4,93.0844,216.1245,0.7154,159.6074,0.5832,2011-02-01 10:55:26,10,1
2011-02-01T11:00:26,860.1,38.4,0.4,94.0528,215.9785,0.7236,159.5234,0.5896,2011-02-01 11:00:26,11,1
2011-02-01T11:10:26,866.5,38.6,0.4,94.8382,216.0961,0.7296,159.4991,0.5946,2011-02-01 11:10:26,11,1
2011-02-01T11:15:26,886.1,38.9,0.4,97.2104,216.2971,0.7469,159.542,0.6093,2011-02-01 11:15:26,11,1
2011-02-01T11:20:26,909.3,39.7,0.4,99.4819,215.952,0.7667,159.1942,0.6249,2011-02-01 11:20:26,11,1
2011-02-01T11:30:26,975.3,40.3,0.4,106.9216,216.2648,0.8244,159.0675,0.6722,2011-02-01 11:30:26,11,1
2011-02-01T11:35:26,951.0,40.6,0.4,104.4296,215.9216,0.8051,158.944,0.657,2011-02-01 11:35:26,11,1
2011-02-01T11:45:26,925.5,40.7,0.4,101.2765,214.9868,0.7846,158.3629,0.6395,2011-02-01 11:45:26,11,1
2011-02-01T11:55:26,965.6,40.2,0.4,106.204,216.4412,0.8178,159.1857,0.6672,2011-02-01 11:55:26,11,1
2011-02-01T12:05:26,693.4,39.0,0.5,76.8187,212.5786,0.5929,157.6228,0.4874,2011-02-01 12:05:26,12,1
2011-02-01T12:15:26,1010.4,39.8,0.4,111.1222,217.4044,0.8536,159.6617,0.696,2011-02-01 12:15:26,12,1
2011-02-01T12:25:26,979.9,39.9,0.4,108.0256,216.9418,0.8298,159.4417,0.6775,2011-02-01 12:25:26,12,1
2011-02-01T12:30:26,930.8,41.2,0.4,102.6996,215.0162,0.7939,158.2679,0.6489,2011-02-01 12:30:26,12,1
2011-02-01T12:35:26,1016.0,38.7,0.4,111.979,218.2208,0.8574,160.2386,0.6988,2011-02-01 12:35:26,12,1
2011-02-01T12:40:26,1015.5,39.7,0.4,111.6432,217.7533,0.8573,159.9252,0.6981,2011-02-01 12:40:26,12,1
2011-02-01T12:45:26,980.5,40.5,0.4,107.7567,216.2326,0.8304,158.9778,0.6778,2011-02-01 12:45:26,12,1
2011-02-01T12:50:26,1003.7,40.4,0.4,110.3001,216.701,0.8502,159.2085,0.6928,2011-02-01 12:50:26,12,1
2011-02-01T12:55:26,1006.9,42.3,0.4,109.5914,215.0038,0.8511,158.0153,0.6935,2011-02-01 12:55:26,12,1
2011-02-01T13:00:26,969.0,41.8,0.5,105.8929,215.0835,0.8201,158.2045,0.6693,2011-02-01 13:00:26,13,1
2011-02-01T13:10:26,951.6,40.7,0.5,104.3315,215.6922,0.8056,158.7236,0.6573,2011-02-01 13:10:26,13,1
2011-02-01T13:15:26,934.9,40.9,0.5,103.1059,215.8533,0.7947,158.893,0.6489,2011-02-01 13:15:26,13,1
2011-02-01T13:20:26,945.9,39.9,0.5,104.5433,216.4507,0.8038,159.2632,0.6564,2011-02-01 13:20:26,13,1
2011-02-01T13:30:26,925.3,40.7,0.5,101.6155,215.3982,0.7845,158.6272,0.6406,2011-02-01 13:30:26,13,1
2011-02-01T13:50:26,845.7,38.7,0.5,93.5457,215.9842,0.7184,159.4275,0.5868,2011-02-01 13:50:26,13,1
2011-02-01T13:55:26,822.2,38.2,0.5,90.302,215.567,0.695,159.2359,0.5671,2011-02-01 13:55:26,13,1
2011-02-01T14:00:26,829.0,37.4,0.5,91.6158,216.7616,0.7012,160.0308,0.5725,2011-02-01 14:00:26,14,1
2011-02-01T14:05:26,815.1,37.7,0.5,90.0468,216.3388,0.6898,159.8137,0.5634,2011-02-01 14:05:26,14,1
2011-02-01T14:10:26,753.1,37.1,0.5,83.3186,215.4684,0.6395,159.4204,0.5226,2011-02-01 14:10:26,14,1
2011-02-01T14:15:26,826.2,38.6,0.5,90.6794,215.5689,0.6987,159.2158,0.5695,2011-02-01 14:15:26,14,1
2011-02-01T14:20:26,826.8,39.5,0.5,90.3471,214.7972,0.6977,158.6616,0.5694,2011-02-01 14:20:26,14,1
2011-02-01T14:25:26,833.7,39.6,0.5,91.0222,214.8541,0.7028,158.7631,0.5733,2011-02-01 14:25:26,14,1
2011-02-01T14:35:26,736.9,37.5,0.5,80.7871,214.7479,0.622,159.0988,0.5078,2011-02-01 14:35:26,14,1
2011-02-01T14:40:26,762.6,37.1,0.5,83.2352,215.6846,0.6391,159.6923,0.5212,2011-02-01 14:40:26,14,1
2011-02-01T14:45:26,693.3,38.5,0.5,75.4993,213.0735,0.585,158.125,0.4775,2011-02-01 14:45:26,14,1
2011-02-01T14:50:26,698.4,37.2,0.5,75.8458,214.1183,0.585,158.8768,0.4774,2011-02-01 14:50:26,14,1
2011-02-01T14:55:26,695.3,37.2,0.5,75.6486,214.1221,0.5835,158.9322,0.476,2011-02-01 14:55:26,14,1
2011-02-01T15:00:26,656.1,35.6,0.5,71.0134,214.6853,0.546,159.5615,0.4451,2011-02-01 15:00:26,15,1
2011-02-01T15:05:26,521.1,34.2,0.6,56.4807,212.4079,0.4357,158.3621,0.3567,2011-02-01 15:05:26,15,3
2011-02-01T15:15:26,451.5,31.5,0.6,49.2624,212.7265,0.3797,158.9125,0.31,2011-02-01 15:15:26,15,3
2011-02-01T15:25:26,534.7,30.4,0.5,57.4931,215.9745,0.4381,161.1536,0.3568,2011-02-01 15:25:26,15,3
2011-02-01T15:30:26,515.6,31.9,0.6,55.6813,214.233,0.4274,159.8571,0.3483,2011-02-01 15:30:26,15,3
2011-02-01T15:40:26,406.3,31.3,0.7,43.2493,211.158,0.3356,158.1018,0.2736,2011-02-01 15:40:26,15,3
2011-02-01T15:50:26,423.7,32.1,0.7,44.9965,210.9706,0.3495,158.0153,0.2848,2011-02-01 15:50:26,15,3
