Time Stamp (local standard time) yyyy-mm-ddThh:mm:ss,POA irradiance CMP22 pyranometer (W/m2),PV module back surface temperature (degC),Pmp uncertainty (%),Pmp (W),Voc (V),Isc (A),Vmp (V),Imp (A)
2012-08-14T06:15:16,71.8,15.0,1.2,2.2455,19.4411,0.1726,15.2648,0.1471
2012-08-14T06:30:16,106.5,16.4,0.9,3.2775,19.842,0.2399,15.8641,0.2066
2012-08-14T06:45:16,148.1,18.7,0.7,4.7179,20.1163,0.3326,16.3161,0.2892
2012-08-14T07:00:16,201.8,21.8,0.5,6.7911,20.3088,0.4641,16.6422,0.4081
2012-08-14T07:15:16,258.4,25.2,0.5,9.1771,20.4127,0.6146,16.8108,0.5459
2012-08-14T07:30:16,313.8,28.6,0.4,11.5542,20.4122,0.7673,16.8384,0.6862
2012-08-14T07:45:16,369.8,32.4,0.4,13.968,20.3458,0.9271,16.7795,0.8324
2012-08-14T08:00:16,428.4,33.9,0.4,16.6298,20.4052,1.096,16.8149,0.989
2012-08-14T08:15:16,485.9,37.8,0.4,18.9872,20.2749,1.2604,16.6623,1.1395
2012-08-14T08:30:16,541.0,41.1,0.3,21.2099,20.1594,1.4189,16.5101,1.2847
2012-08-14T08:45:16,593.8,43.4,0.3,23.3238,20.1028,1.5675,16.4238,1.4201
2012-08-14T09:00:16,649.0,46.8,0.3,25.3825,19.9597,1.7245,16.2385,1.5631
2012-08-14T09:15:16,701.8,46.7,0.3,27.5998,19.993,1.8737,16.2352,1.7
2012-08-14T09:30:16,745.1,48.0,0.3,29.2851,19.9975,1.9907,16.2017,1.8075
2012-08-14T09:45:16,790.0,49.4,0.3,31.0057,19.9768,2.1133,16.1479,1.9201
2012-08-14T10:00:16,832.7,51.1,0.3,32.4834,19.8758,2.2336,16.0125,2.0286
2012-08-14T10:15:16,870.7,52.3,0.3,33.9143,19.8678,2.3372,15.974,2.1231
2012-08-14T10:30:17,903.4,53.3,0.3,35.0132,19.8111,2.4272,15.8898,2.2035
2012-08-14T10:45:16,951.1,56.5,0.3,36.4246,19.6421,2.5607,15.6848,2.3223
2012-08-14T11:00:16,959.8,55.2,0.3,36.9619,19.7399,2.5815,15.7748,2.3431
2012-08-14T11:15:16,1012.5,57.2,0.3,38.6772,19.664,2.7239,15.6579,2.4701
2012-08-14T12:00:16,1025.9,58.8,0.3,38.8816,19.541,2.7645,15.5206,2.5052
2012-08-14T12:15:16,1020.2,59.6,0.3,38.4652,19.4824,2.7461,15.467,2.4869
2012-08-14T12:30:16,1010.3,58.8,0.3,38.2412,19.5119,2.7216,15.504,2.4665
2012-08-14T12:45:17,1015.4,62.3,0.3,37.8652,19.3001,2.7398,15.2866,2.477
2012-08-14T13:00:17,1008.8,62.4,0.3,37.4943,19.2742,2.7175,15.2685,2.4557
2012-08-14T13:15:17,982.8,61.5,0.3,36.6094,19.2686,2.6515,15.2812,2.3957
2012-08-14T13:30:17,957.1,61.6,0.3,35.5886,19.2679,2.5727,15.3036,2.3255
2012-08-14T13:45:17,946.2,62.0,0.3,35.1585,19.2591,2.541,15.3046,2.2972
2012-08-14T14:00:16,899.9,59.5,0.3,33.7218,19.3505,2.4174,15.4303,2.1854
2012-08-14T14:15:17,856.8,59.3,0.3,32.0362,19.3217,2.2948,15.439,2.075
2012-08-14T14:30:16,830.6,58.5,0.3,31.1204,19.3508,2.2205,15.4907,2.009
2012-08-14T14:45:16,786.5,57.6,0.3,29.5375,19.3385,2.1074,15.5125,1.9041
2012-08-14T15:15:16,709.1,51.0,0.3,27.147,19.6808,1.8829,15.9154,1.7057
2012-08-14T15:30:16,167.7,39.5,0.5,5.968,18.8674,0.4505,15.274,0.3907
